Filename,Qubits,User Time (s),CPU Percent,Major Page Faults,Minor Page Faults
slurm-2393145.out,5,4.56,74,0,154464
slurm-2393145.out,5,4.54,88,0,155410
slurm-2393147.out,10,28.86,93,0,334078
slurm-2393147.out,10,28.48,96,0,331059
slurm-2393149.out,15,128.69,98,0,688350
slurm-2393149.out,15,131.84,98,0,650751
slurm-2393152.out,20,526.35,98,2,1713296
slurm-2393152.out,20,520.84,98,0,1745951
slurm-2393154.out,25,16542.61,99,0,7251363
