Filename,Qubits,User Time (s),CPU Percent,Major Page Faults,Minor Page Faults
slurm-2393146.out,5,5.44,92,2,169835
slurm-2393146.out,5,5.36,96,0,160232
slurm-2393151.out,15,146.97,99,0,513761
slurm-2393151.out,15,143.90,99,0,521005
slurm-2393153.out,20,872.87,99,0,1759213
slurm-2393153.out,20,865.38,99,1,1373241
slurm-2393155.out,25,11345.73,98,2,3602654
slurm-2393148.out,10,31.05,98,0,283902
slurm-2393148.out,10,31.39,98,0,284235
